Name,Name_full_over,Name_full_pore,pore_TA,over_TA,sed_type,bucket_ID,over_pH
D81_SH1,D81_SH1_over.2,D81_SH1_pore.2,2033.684422,1687.723011,shells,SH1,high
D81_SH2,D81_SH2_over,D81_SH2_pore,1870.549299,1765.13175,shells,SH2,high
D81_SH2,D81_SH2_over.1,D81_SH2_pore.1,1780.067083,1734.097423,shells,SH2,high
D81_SH2,D81_SH2_over.2,D81_SH2_pore.2,1868.636847,1742.465662,shells,SH2,high
D88_C1,D88_C1_over,D88_C1_pore,1918.00777,1798.52546,sand,C1,high
D88_C1,D88_C1_over.1,D88_C1_pore.1,1914.980456,1835.690577,sand,C1,high
D88_C1,D88_C1_over.2,D88_C1_pore.2,1800.060587,1825.277474,sand,C1,high
D88_C2,D88_C2_over,D88_C2_pore,1878.824443,1844.643699,sand,C2,high
D88_C2,D88_C2_over.1,D88_C2_pore.1,1875.367722,1844.751051,sand,C2,high
D88_C2,D88_C2_over.2,D88_C2_pore.2,1830.591377,1849.689224,sand,C2,high
D88_OA1,D88_OA1_over,D88_OA1_pore,2496.321476,2341.305792,sand,OA1,low
D88_OA1,D88_OA1_over.1,D88_OA1_pore.1,2497.309111,2304.280232,sand,OA1,low
D88_OA1,D88_OA1_over.2,D88_OA1_pore.2,2487.711879,2333.415451,sand,OA1,low
D88_OA2,D88_OA2_over,D88_OA2_pore,2293.244489,2340.897856,sand,OA2,low
D88_OA2,D88_OA2_over.1,D88_OA2_pore.1,2304.054793,2315.788321,sand,OA2,low
D88_OA2,D88_OA2_over.2,D88_OA2_pore.2,2296.529447,2297.613698,sand,OA2,low
D88_OASH1,D88_OASH1_over,D88_OASH1_pore,2823.05675,2328.455808,shells,OASH1,low
D88_OASH1,D88_OASH1_over.1,D88_OASH1_pore.1,2838.708611,2335.476601,shells,OASH1,low
D88_OASH1,D88_OASH1_over.2,D88_OASH1_pore.2,2838.375821,2320.275617,shells,OASH1,low
D88_OASH2,D88_OASH2_over,D88_OASH2_pore,2598.885177,2331.944734,shells,OASH2,low
D88_OASH2,D88_OASH2_over.1,D88_OASH2_pore.1,2711.518457,2243.143506,shells,OASH2,low
D88_OASH2,D88_OASH2_over.2,D88_OASH2_pore.2,2723.133898,2236.30521,shells,OASH2,low
D88_SH1,D88_SH1_over,D88_SH1_pore,2004.865935,1844.396791,shells,SH1,high
D88_SH1,D88_SH1_over.1,D88_SH1_pore.1,1882.291899,1847.41337,shells,SH1,high
D88_SH1,D88_SH1_over.2,D88_SH1_pore.2,2006.91635,1833.586486,shells,SH1,high
D88_SH2,D88_SH2_over,D88_SH2_pore,1926.563691,1844.643699,shells,SH2,high
D88_SH2,D88_SH2_over.1,D88_SH2_pore.1,1899.017275,1852.695068,shells,SH2,high
D88_SH2,D88_SH2_over.2,D88_SH2_pore.2,1924.448865,1846.533087,shells,SH2,high
